Id,ListImpressions,DetailsViews,Conversions,ClickRate7Days,ConversionRate7Days,ConversionRate14Days
12189,74,85,75,100,88.24,88.24
12190,69,78,66,100,84.62,84.62
12191,67,73,82,100,100,100
12192,59,73,56,100,76.71,76.71
12193,75,58,70,77.33,100,100
12194,61,83,72,100,86.75,86.75
12195,79,69,72,87.34,100,100
12196,75,62,75,82.67,100,100
12197,74,55,66,74.32,100,100
12198,67,80,75,100,93.75,93.75
12199,66,62,59,93.94,95.16,95.16
12200,81,63,58,77.78,92.06,92.06
12201,78,80,76,100,95,95
12202,82,73,75,89.02,100,100
12203,54,90,67,100,74.44,74.44
12204,72,71,67,98.61,94.37,94.37
12205,70,63,69,90,100,100
12206,68,83,73,100,87.95,87.95
12207,66,58,69,87.88,100,100
12208,70,86,76,100,88.37,88.37
12209,72,60,88,83.33,100,100
12210,72,79,61,100,77.22,77.22
12211,71,59,72,83.1,100,100
12212,75,79,85,100,100,100
12213,65,61,74,93.85,100,100
12214,60,83,76,100,91.57,91.57
12215,67,72,77,100,100,100
12216,71,72,59,100,81.94,81.94
12217,69,53,68,76.81,100,100
12218,63,69,55,100,79.71,79.71
12219,84,81,68,96.43,83.95,83.95
12220,68,71,71,100,100,100
12221,69,76,63,100,82.89,82.89
12222,62,64,69,100,100,100
12223,72,79,63,100,79.75,79.75
12224,70,60,62,85.71,100,100
12225,69,80,59,100,73.75,73.75
12226,77,78,88,100,100,100
12227,69,67,75,97.1,100,100
12228,66,55,80,83.33,100,100
12229,66,72,76,100,100,100
12230,73,71,67,97.26,94.37,94.37
12231,60,76,69,100,90.79,90.79
12232,82,79,67,96.34,84.81,84.81
12233,72,66,74,91.67,100,100
12234,70,74,77,100,100,100
12235,81,71,74,87.65,100,100
12236,66,77,72,100,93.51,93.51
12237,65,70,72,100,100,100
12238,87,100,62,100,62,62
12239,79,77,62,97.47,80.52,80.52
12240,55,74,70,100,94.59,94.59
12241,68,85,68,100,80,80
12242,79,88,56,100,63.64,63.64
12243,74,59,65,79.73,100,100
12244,65,64,64,98.46,100,100
12245,79,62,56,78.48,90.32,90.32
12246,72,68,81,94.44,100,100
12247,64,57,72,89.06,100,100
12248,64,61,64,95.31,100,100
12249,72,78,75,100,96.15,96.15
12250,72,60,75,83.33,100,100
12251,73,76,76,100,100,100
12252,85,80,78,94.12,97.5,97.5
12253,76,66,68,86.84,100,100
12254,50,77,82,100,100,100
12255,79,67,61,84.81,91.04,91.04
12256,63,49,75,77.78,100,100
12257,73,62,68,84.93,100,100
12258,71,69,67,97.18,97.1,97.1
12259,77,69,79,89.61,100,100
12260,65,69,82,100,100,100
12261,68,66,80,97.06,100,100
12262,62,66,76,100,100,100
12263,67,87,77,100,88.51,88.51
12264,62,77,69,100,89.61,89.61
12265,73,71,67,97.26,94.37,94.37
12266,74,63,64,85.14,100,100
12267,72,73,87,100,100,100
12268,55,59,78,100,100,100
12269,59,79,69,100,87.34,87.34
12270,66,71,73,100,100,100
12271,67,74,78,100,100,100
12272,69,81,73,100,90.12,90.12
12273,79,79,77,100,97.47,97.47
12274,64,71,47,100,66.2,66.2
12275,89,59,70,66.29,100,100
12276,70,75,76,100,100,100
12277,82,79,63,96.34,79.75,79.75
12278,90,75,72,83.33,96,96
12279,75,67,81,89.33,100,100
12280,65,60,76,92.31,100,100
12281,66,66,75,100,100,100
12282,72,70,77,97.22,100,100
12283,77,59,64,76.62,100,100
12284,77,51,64,66.23,100,100
12285,80,75,60,93.75,80,80
12286,73,73,82,100,100,100
12287,66,74,75,100,100,100
12288,73,79,69,100,87.34,87.34
12289,59,77,82,100,100,100
12290,76,74,72,97.37,97.3,97.3
12291,58,79,80,100,100,100
12292,72,66,62,91.67,93.94,93.94
12293,66,75,78,100,100,100
12294,63,80,65,100,81.25,81.25
12295,78,84,72,100,85.71,85.71
12296,70,69,63,98.57,91.3,91.3
12297,79,65,65,82.28,100,100
12298,67,51,74,76.12,100,100
12299,84,64,65,76.19,100,100
12300,58,58,71,100,100,100
12301,69,75,79,100,100,100
12302,63,63,71,100,100,100
12303,91,59,69,64.84,100,100
12304,71,75,73,100,97.33,97.33
12305,58,74,91,100,100,100
12306,81,85,63,100,74.12,74.12
12307,59,70,77,100,100,100
12308,86,71,63,82.56,88.73,88.73
12309,75,71,70,94.67,98.59,98.59
12310,89,59,82,66.29,100,100
12311,72,66,64,91.67,96.97,96.97
12312,71,78,67,100,85.9,85.9
12313,56,69,62,100,89.86,89.86
12314,57,85,68,100,80,80
12315,60,85,72,100,84.71,84.71
12316,74,79,97,100,100,100
12317,82,89,69,100,77.53,77.53
12318,73,66,66,90.41,100,100
12319,53,82,79,100,96.34,96.34
12320,81,84,75,100,89.29,89.29
12321,70,68,72,97.14,100,100
12322,69,62,58,89.86,93.55,93.55
12323,83,78,74,93.98,94.87,94.87
12324,58,72,67,100,93.06,93.06
12325,77,62,73,80.52,100,100
12326,84,82,72,97.62,87.8,87.8
12327,90,82,75,91.11,91.46,91.46
12328,61,73,88,100,100,100
12329,84,75,68,89.29,90.67,90.67
12330,83,72,73,86.75,100,100
12331,76,70,86,92.11,100,100
12332,79,73,62,92.41,84.93,84.93
12333,68,72,71,100,98.61,98.61
12334,66,60,75,90.91,100,100
12335,79,78,70,98.73,89.74,89.74
12336,66,75,65,100,86.67,86.67
12337,73,70,83,95.89,100,100
12338,78,69,55,88.46,79.71,79.71
12339,78,74,66,94.87,89.19,89.19
12340,68,73,79,100,100,100
12341,63,75,72,100,96,96
12342,59,65,80,100,100,100
12343,78,75,64,96.15,85.33,85.33
12344,89,68,61,76.4,89.71,89.71
12345,61,89,64,100,71.91,71.91
12346,55,72,76,100,100,100
12347,70,67,63,95.71,94.03,94.03
12348,73,71,85,97.26,100,100
12349,67,57,77,85.07,100,100
12350,82,77,62,93.9,80.52,80.52
12351,87,59,70,67.82,100,100
12352,63,72,75,100,100,100
12353,77,62,71,80.52,100,100
12354,63,67,81,100,100,100
12355,81,74,77,91.36,100,100
12356,81,79,74,97.53,93.67,93.67
12357,65,77,80,100,100,100
12358,58,75,72,100,96,96
12359,67,55,91,82.09,100,100
12360,72,59,75,81.94,100,100
12361,68,66,67,97.06,100,100
12362,59,69,68,100,98.55,98.55
12363,68,76,72,100,94.74,94.74
12364,84,67,62,79.76,92.54,92.54
12365,68,86,80,100,93.02,93.02
12366,56,66,84,100,100,100
12367,73,89,71,100,79.78,79.78
12368,66,65,74,98.48,100,100
12369,73,58,56,79.45,96.55,96.55
12370,62,78,64,100,82.05,82.05
12371,77,91,84,100,92.31,92.31
12372,80,93,71,100,76.34,76.34
12373,72,65,70,90.28,100,100
12374,77,62,66,80.52,100,100
12375,80,69,71,86.25,100,100
12376,76,67,72,88.16,100,100
12377,74,70,79,94.59,100,100
12378,61,60,76,98.36,100,100
12379,67,67,85,100,100,100
12380,70,79,69,100,87.34,87.34
12381,74,70,68,94.59,97.14,97.14
12382,71,86,85,100,98.84,98.84
12383,82,76,71,92.68,93.42,93.42
12384,76,66,55,86.84,83.33,83.33
12385,54,65,81,100,100,100
12386,68,68,66,100,97.06,97.06
12387,69,69,69,100,100,100
12388,78,70,67,89.74,95.71,95.71
12389,83,83,85,100,100,100
12390,74,76,75,100,98.68,98.68
12391,64,77,65,100,84.42,84.42
12392,65,56,70,86.15,100,100
12393,62,68,66,100,97.06,97.06
12394,71,59,73,83.1,100,100
12395,76,66,64,86.84,96.97,96.97
12396,69,80,65,100,81.25,81.25
12397,78,74,72,94.87,97.3,97.3
12398,71,70,90,98.59,100,100
12399,77,68,74,88.31,100,100
12400,60,69,71,100,100,100
12401,71,89,72,100,80.9,80.9
12402,78,75,86,96.15,100,100
12403,82,68,74,82.93,100,100
12404,59,76,66,100,86.84,86.84
12405,66,69,62,100,89.86,89.86
12406,87,79,89,90.8,100,100
12407,88,57,62,64.77,100,100
12408,68,77,63,100,81.82,81.82
12409,79,76,76,96.2,100,100
12410,61,73,70,100,95.89,95.89
12411,60,78,71,100,91.03,91.03
12412,79,62,61,78.48,98.39,98.39
12413,83,76,59,91.57,77.63,77.63
12414,77,81,72,100,88.89,88.89
12415,69,87,81,100,93.1,93.1
12416,70,67,64,95.71,95.52,95.52
12417,67,76,70,100,92.11,92.11
12418,69,82,84,100,100,100
12419,75,77,68,100,88.31,88.31
12420,75,68,75,90.67,100,100
12421,68,61,74,89.71,100,100
12422,84,73,74,86.9,100,100
12423,65,62,72,95.38,100,100
12424,70,63,70,90,100,100
12425,79,82,84,100,100,100
12426,72,75,78,100,100,100
12427,68,68,74,100,100,100
12428,60,72,81,100,100,100
12429,64,64,74,100,100,100
12430,63,60,74,95.24,100,100
12431,62,58,83,93.55,100,100
12432,73,77,78,100,100,100
12433,71,59,66,83.1,100,100
12434,72,71,91,98.61,100,100
12435,48,73,70,100,95.89,95.89
12436,83,73,56,87.95,76.71,76.71
12437,67,77,73,100,94.81,94.81
12438,63,66,80,100,100,100
12439,70,65,84,92.86,100,100
12440,63,60,66,95.24,100,100
12441,75,59,76,78.67,100,100
12442,66,62,86,93.94,100,100
12443,76,70,66,92.11,94.29,94.29
12444,68,66,79,97.06,100,100
12445,78,76,67,97.44,88.16,88.16
12446,80,71,70,88.75,98.59,98.59
12447,68,61,73,89.71,100,100
12448,76,81,85,100,100,100
12449,66,78,70,100,89.74,89.74
12450,64,78,68,100,87.18,87.18
12451,64,59,64,92.19,100,100
12452,83,67,61,80.72,91.04,91.04
12453,65,56,67,86.15,100,100
12454,76,68,55,89.47,80.88,80.88
12455,67,80,76,100,95,95
12456,65,78,73,100,93.59,93.59
12457,68,68,76,100,100,100
12458,68,62,67,91.18,100,100
12459,66,88,78,100,88.64,88.64
12460,77,66,70,85.71,100,100
12461,72,69,69,95.83,100,100
12462,72,69,66,95.83,95.65,95.65
12463,66,71,81,100,100,100
12464,66,74,73,100,98.65,98.65
12465,82,76,68,92.68,89.47,89.47
12466,60,62,69,100,100,100
12467,55,78,58,100,74.36,74.36
12468,70,67,81,95.71,100,100
12469,66,66,84,100,100,100
12470,75,67,67,89.33,100,100
12471,79,82,66,100,80.49,80.49
12472,64,65,67,100,100,100
12473,75,63,66,84,100,100
12474,67,85,73,100,85.88,85.88
12475,66,89,55,100,61.8,61.8
12476,66,65,75,98.48,100,100
12477,73,76,79,100,100,100
12478,74,80,72,100,90,90
12479,65,77,71,100,92.21,92.21
12480,91,67,70,73.63,100,100
12481,62,70,72,100,100,100
12482,51,70,71,100,100,100
12483,64,75,81,100,100,100
12484,86,65,84,75.58,100,100
12485,76,55,72,72.37,100,100
12486,46,83,62,100,74.7,74.7
12487,57,54,70,94.74,100,100
12488,74,67,50,90.54,74.63,74.63
12489,72,66,69,91.67,100,100
12490,68,77,85,100,100,100
12491,92,70,63,76.09,90,90
12492,80,71,56,88.75,78.87,78.87
12493,62,58,72,93.55,100,100
12494,78,83,76,100,91.57,91.57
12495,71,87,62,100,71.26,71.26
12496,71,85,63,100,74.12,74.12
12497,86,70,61,81.4,87.14,87.14
12498,69,54,70,78.26,100,100
12499,68,70,65,100,92.86,92.86
12500,85,63,60,74.12,95.24,95.24
12501,58,64,71,100,100,100
12502,66,61,71,92.42,100,100
12503,56,83,59,100,71.08,71.08
12504,88,75,68,85.23,90.67,90.67
12505,66,72,63,100,87.5,87.5
12506,68,61,72,89.71,100,100
12507,49,68,59,100,86.76,86.76
12508,59,73,62,100,84.93,84.93
12509,68,68,71,100,100,100
12510,74,75,73,100,97.33,97.33
12511,61,72,83,100,100,100
12512,69,75,71,100,94.67,94.67
12513,76,74,69,97.37,93.24,93.24
12514,56,80,70,100,87.5,87.5
12515,66,80,74,100,92.5,92.5
12516,74,68,71,91.89,100,100
12517,62,70,62,100,88.57,88.57
12518,64,63,63,98.44,100,100
12519,86,64,90,74.42,100,100
12520,53,70,79,100,100,100
12521,65,78,74,100,94.87,94.87
12522,90,62,80,68.89,100,100
12523,72,78,68,100,87.18,87.18
12524,59,70,71,100,100,100
12525,93,58,71,62.37,100,100
12526,66,76,52,100,68.42,68.42
12527,76,84,66,100,78.57,78.57
12528,60,72,85,100,100,100
12529,73,54,60,73.97,100,100
12530,64,70,74,100,100,100
12531,69,65,65,94.2,100,100
12532,76,67,72,88.16,100,100
12533,71,79,53,100,67.09,67.09
12534,68,66,58,97.06,87.88,87.88
12535,73,93,62,100,66.67,66.67
12536,54,73,61,100,83.56,83.56
12537,70,66,73,94.29,100,100
12538,64,71,64,100,90.14,90.14
12539,76,65,79,85.53,100,100
12540,73,78,71,100,91.03,91.03
12541,86,68,90,79.07,100,100
12542,76,85,68,100,80,80
12543,72,71,78,98.61,100,100
12544,60,63,68,100,100,100
12545,66,60,76,90.91,100,100
12546,56,62,64,100,100,100
12547,73,80,87,100,100,100
12548,68,62,77,91.18,100,100
12549,60,72,74,100,100,100
12550,62,73,76,100,100,100
12551,68,67,73,98.53,100,100
12552,64,66,65,100,98.48,98.48
12553,84,72,69,85.71,95.83,95.83
12554,71,75,72,100,96,96
12555,84,70,62,83.33,88.57,88.57
12556,60,82,63,100,76.83,76.83
12557,71,82,87,100,100,100
12558,73,61,70,83.56,100,100
12559,84,62,57,73.81,91.94,91.94
12560,52,74,81,100,100,100
12561,64,89,73,100,82.02,82.02
12562,71,74,80,100,100,100
12563,74,72,65,97.3,90.28,90.28
12564,73,80,78,100,97.5,97.5
12565,65,68,53,100,77.94,77.94
12566,70,78,70,100,89.74,89.74
12567,66,81,58,100,71.6,71.6
12568,73,64,57,87.67,89.06,89.06
12569,71,78,62,100,79.49,79.49
12570,67,82,69,100,84.15,84.15
12571,76,71,77,93.42,100,100
12572,98,76,61,77.55,80.26,80.26
12573,65,82,74,100,90.24,90.24
12574,68,56,67,82.35,100,100
12575,75,87,77,100,88.51,88.51
12576,67,86,70,100,81.4,81.4
12577,57,57,61,100,100,100
12578,65,83,79,100,95.18,95.18
12579,60,66,64,100,96.97,96.97
12580,66,56,66,84.85,100,100
12581,60,80,62,100,77.5,77.5
12582,76,86,71,100,82.56,82.56
12583,58,74,65,100,87.84,87.84
12584,68,62,69,91.18,100,100
12585,82,59,63,71.95,100,100
12586,70,85,65,100,76.47,76.47
12587,81,68,68,83.95,100,100
12588,74,77,75,100,97.4,97.4
12589,60,71,72,100,100,100
12590,78,67,63,85.9,94.03,94.03
12591,78,71,73,91.03,100,100
12592,66,78,64,100,82.05,82.05
12593,69,65,58,94.2,89.23,89.23
12594,71,62,64,87.32,100,100
12595,70,74,69,100,93.24,93.24
12596,76,59,63,77.63,100,100
12597,76,73,69,96.05,94.52,94.52
12598,77,70,61,90.91,87.14,87.14
12599,75,69,76,92,100,100
12600,69,88,72,100,81.82,81.82
12601,79,63,69,79.75,100,100
12602,68,76,61,100,80.26,80.26
12603,80,74,76,92.5,100,100
12604,71,71,61,100,85.92,85.92
12605,76,76,71,100,93.42,93.42
12606,77,69,64,89.61,92.75,92.75
12607,59,75,53,100,70.67,70.67
12608,78,68,57,87.18,83.82,83.82
12609,67,67,74,100,100,100
12610,74,62,74,83.78,100,100
12611,67,72,73,100,100,100
12612,53,79,71,100,89.87,89.87
12613,69,63,71,91.3,100,100
12614,74,68,66,91.89,97.06,97.06
12615,76,81,70,100,86.42,86.42
12616,70,65,62,92.86,95.38,95.38
12617,64,69,74,100,100,100
12618,71,76,86,100,100,100
12619,92,74,89,80.43,100,100
12620,90,72,68,80,94.44,94.44
12621,75,80,74,100,92.5,92.5
12622,82,65,78,79.27,100,100
12623,58,68,69,100,100,100
12624,65,83,70,100,84.34,84.34
12625,70,78,77,100,98.72,98.72
12626,87,68,70,78.16,100,100
12627,84,71,73,84.52,100,100
12628,73,62,73,84.93,100,100
12629,81,74,67,91.36,90.54,90.54
12630,71,66,78,92.96,100,100
12631,75,75,65,100,86.67,86.67
12632,78,89,51,100,57.3,57.3
12633,69,59,77,85.51,100,100
12634,71,75,64,100,85.33,85.33
12635,74,64,72,86.49,100,100
12636,66,81,82,100,100,100
12637,75,73,68,97.33,93.15,93.15
12638,73,80,77,100,96.25,96.25
12639,66,65,70,98.48,100,100
12640,70,75,78,100,100,100
12641,82,67,77,81.71,100,100
12642,62,83,71,100,85.54,85.54
12643,62,66,64,100,96.97,96.97
12644,63,81,72,100,88.89,88.89
12645,61,63,74,100,100,100
12646,52,64,82,100,100,100
12647,81,64,61,79.01,95.31,95.31
12648,68,53,72,77.94,100,100
12649,67,65,87,97.01,100,100
12650,70,83,79,100,95.18,95.18
12651,81,66,70,81.48,100,100
12652,78,59,66,75.64,100,100
12653,68,75,82,100,100,100
12654,54,69,88,100,100,100
12655,79,78,72,98.73,92.31,92.31
12656,79,64,63,81.01,98.44,98.44
12657,69,62,72,89.86,100,100
12658,71,68,88,95.77,100,100
12659,83,60,55,72.29,91.67,91.67
12660,78,52,74,66.67,100,100
12661,68,77,76,100,98.7,98.7
12662,85,61,78,71.76,100,100
12663,78,66,68,84.62,100,100
12664,59,75,58,100,77.33,77.33
12665,74,62,70,83.78,100,100
12666,75,74,69,98.67,93.24,93.24
12667,76,66,69,86.84,100,100
12668,65,70,69,100,98.57,98.57
12669,64,79,66,100,83.54,83.54
12670,65,73,73,100,100,100
12671,70,58,62,82.86,100,100
12672,74,91,64,100,70.33,70.33
12673,86,70,63,81.4,90,90
12674,66,61,78,92.42,100,100
12675,76,90,73,100,81.11,81.11
12676,73,55,65,75.34,100,100
12677,57,53,64,92.98,100,100
12678,82,59,86,71.95,100,100
12679,71,86,75,100,87.21,87.21
12680,67,59,66,88.06,100,100
12681,79,73,77,92.41,100,100
12682,83,79,75,95.18,94.94,94.94
12683,59,96,77,100,80.21,80.21
12684,63,91,59,100,64.84,64.84
12685,66,63,58,95.45,92.06,92.06
12686,66,88,79,100,89.77,89.77
12687,78,71,74,91.03,100,100
12688,59,63,69,100,100,100
12689,63,73,63,100,86.3,86.3
12690,78,75,72,96.15,96,96
12691,66,76,68,100,89.47,89.47
12692,70,72,66,100,91.67,91.67
12693,87,74,79,85.06,100,100
12694,67,65,72,97.01,100,100
12695,71,80,70,100,87.5,87.5
12696,69,72,79,100,100,100
12697,82,80,75,97.56,93.75,93.75
12698,77,66,80,85.71,100,100
12699,59,81,72,100,88.89,88.89
12700,62,72,58,100,80.56,80.56
12701,72,71,54,98.61,76.06,76.06
12702,66,72,70,100,97.22,97.22
12703,58,75,70,100,93.33,93.33
12704,69,82,64,100,78.05,78.05
12705,68,54,63,79.41,100,100
12706,67,57,59,85.07,100,100
12707,82,76,70,92.68,92.11,92.11
12708,81,70,62,86.42,88.57,88.57
12709,72,71,77,98.61,100,100
12710,69,78,71,100,91.03,91.03
12711,87,73,65,83.91,89.04,89.04
12712,83,81,59,97.59,72.84,72.84
12713,85,66,74,77.65,100,100
12714,54,53,85,98.15,100,100
12715,64,72,66,100,91.67,91.67
12716,77,62,82,80.52,100,100
12717,70,72,61,100,84.72,84.72
12718,80,72,82,90,100,100
12719,94,70,80,74.47,100,100
12720,83,66,75,79.52,100,100
12721,68,73,70,100,95.89,95.89
12722,61,55,75,90.16,100,100
12723,66,73,82,100,100,100
12724,69,58,77,84.06,100,100
12725,55,60,61,100,100,100
12726,67,63,80,94.03,100,100
12727,83,65,56,78.31,86.15,86.15
12728,67,73,69,100,94.52,94.52
12729,64,72,67,100,93.06,93.06
12730,66,59,58,89.39,98.31,98.31
12731,62,69,76,100,100,100
12732,67,64,78,95.52,100,100
12733,62,92,78,100,84.78,84.78
12734,59,83,63,100,75.9,75.9
12735,81,70,73,86.42,100,100
12736,68,68,67,100,98.53,98.53
12737,71,61,78,85.92,100,100
12738,71,68,75,95.77,100,100
12739,80,75,67,93.75,89.33,89.33
12740,72,78,71,100,91.03,91.03
12741,73,66,56,90.41,84.85,84.85
12742,69,92,64,100,69.57,69.57
12743,75,66,80,88,100,100
12744,61,79,72,100,91.14,91.14
12745,75,89,65,100,73.03,73.03
12746,64,57,78,89.06,100,100
12747,59,68,74,100,100,100
12748,80,82,80,100,97.56,97.56
12749,57,78,69,100,88.46,88.46
12750,76,68,65,89.47,95.59,95.59
12751,80,65,93,81.25,100,100
12752,58,76,73,100,96.05,96.05
12753,54,77,91,100,100,100
12754,74,52,68,70.27,100,100
12755,58,61,68,100,100,100
12756,72,64,72,88.89,100,100
12757,71,66,65,92.96,98.48,98.48
12758,77,67,76,87.01,100,100
12759,75,77,69,100,89.61,89.61
12760,69,82,71,100,86.59,86.59
12761,69,81,56,100,69.14,69.14
12762,83,76,81,91.57,100,100
12763,78,75,74,96.15,98.67,98.67
12764,58,66,72,100,100,100
12765,76,66,72,86.84,100,100
12766,80,81,81,100,100,100
12767,70,80,62,100,77.5,77.5
12768,70,62,78,88.57,100,100
12769,71,65,84,91.55,100,100
12770,57,67,57,100,85.07,85.07
12771,69,73,65,100,89.04,89.04
12772,67,77,79,100,100,100
12773,91,67,77,73.63,100,100
12774,75,72,76,96,100,100
12775,72,62,76,86.11,100,100
12776,76,61,70,80.26,100,100
12777,75,70,76,93.33,100,100
12778,71,69,69,97.18,100,100
12779,81,71,82,87.65,100,100
12780,65,58,85,89.23,100,100
12781,71,66,79,92.96,100,100
12782,55,60,87,100,100,100
12783,75,73,75,97.33,100,100
12784,64,78,62,100,79.49,79.49
12785,81,71,55,87.65,77.46,77.46
12786,85,77,66,90.59,85.71,85.71
12787,65,63,73,96.92,100,100
12788,62,66,67,100,100,100
12789,74,75,81,100,100,100
12790,74,77,63,100,81.82,81.82
12791,78,66,73,84.62,100,100
12792,52,68,71,100,100,100
12793,67,71,46,100,64.79,64.79
12794,72,67,74,93.06,100,100
12795,82,63,81,76.83,100,100
12796,86,87,77,100,88.51,88.51
12797,56,69,77,100,100,100
12798,72,74,68,100,91.89,91.89
12799,84,69,70,82.14,100,100
12800,78,80,63,100,78.75,78.75
12801,64,64,66,100,100,100
12802,63,70,72,100,100,100
12803,54,73,76,100,100,100
12804,62,86,68,100,79.07,79.07
12805,61,60,69,98.36,100,100
12806,67,82,70,100,85.37,85.37
12807,63,70,59,100,84.29,84.29
12808,68,65,54,95.59,83.08,83.08
12809,74,58,73,78.38,100,100
12810,64,65,67,100,100,100
12811,80,78,65,97.5,83.33,83.33
12812,72,79,81,100,100,100
12813,59,80,79,100,98.75,98.75
12814,60,70,78,100,100,100
12815,66,81,72,100,88.89,88.89
12816,62,56,73,90.32,100,100
12817,66,68,54,100,79.41,79.41
12818,63,76,79,100,100,100
12819,68,54,79,79.41,100,100
12820,71,73,70,100,95.89,95.89
12821,83,62,76,74.7,100,100
12822,68,69,65,100,94.2,94.2
12823,73,80,69,100,86.25,86.25
12824,72,65,70,90.28,100,100
12825,76,76,70,100,92.11,92.11
12826,74,67,68,90.54,100,100
12827,67,85,66,100,77.65,77.65
12828,79,79,81,100,100,100
12829,76,84,55,100,65.48,65.48
12830,68,75,62,100,82.67,82.67
12831,71,47,53,66.2,100,100
12832,87,76,95,87.36,100,100
12833,83,78,68,93.98,87.18,87.18
12834,76,75,76,98.68,100,100
12835,77,71,73,92.21,100,100
12836,76,72,67,94.74,93.06,93.06
12837,68,81,75,100,92.59,92.59
12838,69,69,76,100,100,100
12839,59,79,77,100,97.47,97.47
12840,66,69,75,100,100,100
12841,84,62,74,73.81,100,100
12842,60,72,58,100,80.56,80.56
12843,78,78,73,100,93.59,93.59
12844,73,89,67,100,75.28,75.28
12845,53,67,90,100,100,100
12846,73,98,71,100,72.45,72.45
12847,79,75,66,94.94,88,88
12848,62,62,78,100,100,100
12849,72,73,71,100,97.26,97.26
12850,75,85,57,100,67.06,67.06
12851,69,63,67,91.3,100,100
12852,87,78,59,89.66,75.64,75.64
12853,60,80,65,100,81.25,81.25
12854,76,81,67,100,82.72,82.72
12855,77,64,87,83.12,100,100
12856,66,73,62,100,84.93,84.93
12857,65,83,69,100,83.13,83.13
12858,68,62,76,91.18,100,100
12859,70,80,79,100,98.75,98.75
12860,71,62,69,87.32,100,100
12861,76,64,74,84.21,100,100
12862,72,74,79,100,100,100
12863,66,61,70,92.42,100,100
12864,67,70,89,100,100,100
12865,71,82,56,100,68.29,68.29
12866,76,57,76,75,100,100
12867,82,61,79,74.39,100,100
12868,69,70,72,100,100,100
12869,62,70,78,100,100,100
12870,80,79,55,98.75,69.62,69.62
12871,71,80,58,100,72.5,72.5
12872,62,72,81,100,100,100
12873,66,77,76,100,98.7,98.7
12874,67,74,80,100,100,100
12875,78,81,71,100,87.65,87.65
12876,56,77,65,100,84.42,84.42
12877,67,85,57,100,67.06,67.06
12878,72,74,84,100,100,100
12879,69,71,69,100,97.18,97.18
12880,65,70,74,100,100,100
12881,55,76,63,100,82.89,82.89
12882,74,65,70,87.84,100,100
12883,69,61,69,88.41,100,100
12884,58,70,67,100,95.71,95.71
12885,71,75,84,100,100,100
12886,77,56,62,72.73,100,100
12887,66,72,81,100,100,100
12888,75,68,72,90.67,100,100
12889,64,74,79,100,100,100
12890,65,72,74,100,100,100
12891,74,63,78,85.14,100,100
12892,73,76,70,100,92.11,92.11
12893,82,61,71,74.39,100,100
12894,66,82,51,100,62.2,62.2
12895,60,60,63,100,100,100
12896,64,73,79,100,100,100
12897,68,65,53,95.59,81.54,81.54
12898,76,85,66,100,77.65,77.65
12899,79,59,65,74.68,100,100
12900,72,81,70,100,86.42,86.42
12901,70,67,71,95.71,100,100
12902,88,73,54,82.95,73.97,73.97
12903,71,62,81,87.32,100,100
12904,69,68,61,98.55,89.71,89.71
12905,83,65,69,78.31,100,100
12906,66,80,59,100,73.75,73.75
12907,74,72,73,97.3,100,100
12908,84,65,81,77.38,100,100
12909,72,76,67,100,88.16,88.16
12910,66,60,70,90.91,100,100
12911,56,69,68,100,98.55,98.55
12912,75,65,72,86.67,100,100
12913,62,68,66,100,97.06,97.06
12914,84,84,84,100,100,100
12915,78,61,68,78.21,100,100
12916,83,85,75,100,88.24,88.24
12917,73,62,59,84.93,95.16,95.16
12918,65,79,69,100,87.34,87.34
12919,75,70,91,93.33,100,100
12920,66,61,70,92.42,100,100
12921,49,70,73,100,100,100
12922,59,62,61,100,98.39,98.39
12923,71,67,64,94.37,95.52,95.52
12924,72,70,60,97.22,85.71,85.71
